,company,summary,overall_ratings,Sentiment
1073,google,Software Engineer at Google,4.0,NEUTRAL
1074,google,Great place to work,5.0,POSITIVE
1075,google,"Great company, terrible manager",4.0,MIXED
1076,google,"Ccna, ccnp.",5.0,NEUTRAL
1077,google,"Customer service, stocker, and cashier.",4.0,NEUTRAL
1078,google,Excellent,4.0,POSITIVE
1079,google,Product Manager,4.0,NEUTRAL
1080,google,Intern,5.0,NEUTRAL
1081,google,Google Sales,4.0,NEUTRAL
1082,google,"Good pay, bad politics.",4.0,MIXED
1083,google,Great training ground for PMs,5.0,POSITIVE
1084,google,Accounting,5.0,NEUTRAL
1085,google,Excellent company to work for!,5.0,POSITIVE
1086,google,Still the best company in the world!,5.0,POSITIVE
1087,google,Google is a great place to work,5.0,POSITIVE
1088,google,Great place top work,5.0,POSITIVE
1089,google,na,3.0,NEUTRAL
1090,google,Great place to start a career,5.0,POSITIVE
1091,google,Questionable advancement,5.0,NEGATIVE
1092,google,G,4.0,NEUTRAL
1093,google,Engineer,4.0,NEUTRAL
1094,google,Programmer,2.0,NEUTRAL
1095,google,Software Engineer,5.0,NEUTRAL
1096,google,Senior Software Engineer,5.0,NEUTRAL
1097,google,"Excellent benefits, exciting products",5.0,POSITIVE
1098,google,Great company,5.0,POSITIVE
1099,google,Technical Program Manager,5.0,NEUTRAL
1100,google,No better place to get your digital chops!,5.0,NEGATIVE
1101,google,"Learned a lot, but advancement is too slow",2.0,NEGATIVE
1102,google,Interesting work,5.0,POSITIVE
1103,google,niceee,4.0,NEUTRAL
1104,google,"Good pay, no growth opportunity",3.0,POSITIVE
1105,google,Very good place to work,5.0,POSITIVE
1106,google,Good company,5.0,POSITIVE
1107,google,Great company,5.0,POSITIVE
1108,google,Software Engineer,3.0,NEUTRAL
1109,google,Job at google for real,5.0,NEUTRAL
1110,google,A brief review,4.0,NEUTRAL
1111,google,"Software Engineer, Tools & Infrastructure",5.0,NEUTRAL
1112,google,Good but hard to get in,4.0,MIXED
1113,google,First job out of college,4.0,NEUTRAL
1114,google,Overall a good place to work,4.0,POSITIVE
1115,google,Awesome starting point,5.0,POSITIVE
1116,google,Fun place to learn from smart coworkers,4.0,POSITIVE
1117,google,Great people - less mobility in career growth,3.0,POSITIVE
1118,google,An exciting start-up within Google,4.0,POSITIVE
1119,google,"Great pay, great benefits, not the most interesting work",5.0,MIXED
1120,google,Graphic Design,5.0,NEUTRAL
1121,google,Review,5.0,NEUTRAL
1122,google,"Great company, ample opportunities, good benefits, but comes with typical big company issues.",4.0,MIXED
1123,google,not too bad but like high school,3.0,MIXED
1124,google,Great parttime job,5.0,POSITIVE
1125,google,overview,5.0,NEUTRAL
1126,google,Best peer you could find,5.0,POSITIVE
1127,google,product manager,5.0,NEUTRAL
1128,google,Decent place to work,5.0,POSITIVE
1129,google,Working at Google,4.0,NEUTRAL
1130,google,Software Engineer,4.0,NEUTRAL
1131,google,Manager,5.0,NEUTRAL
1132,google,Best place to work,3.0,POSITIVE
1133,google,Quick Review,5.0,NEUTRAL
1134,google,Smart people but hard to move up,5.0,MIXED
1135,google,Google is a great place to work,5.0,POSITIVE
1136,google,"Amazing company, exciting work",5.0,POSITIVE
1137,google,"A great, but intense, place to work!",5.0,POSITIVE
1138,google,The Best Job I've Ever Had,5.0,POSITIVE
1139,google,One of the best companies,5.0,POSITIVE
1140,google,It is Google,4.0,NEUTRAL
1141,google,HR,5.0,NEUTRAL
1142,google,Good place to be,5.0,POSITIVE
1143,google,Nice place to be,4.0,POSITIVE
1144,google,Liter aide,3.0,NEUTRAL
1145,google,Online Operations Associate,5.0,NEUTRAL
1146,google,Program Manager,4.0,NEUTRAL
1147,google,Account Coordinator,4.0,NEUTRAL
1148,google,"Innovative company, but prepare to work",3.0,POSITIVE
1149,google,Usual,5.0,NEUTRAL
1150,google,Software Engineer,5.0,NEUTRAL
1151,google,Staff Software Engineer,5.0,NEUTRAL
1152,google,Cloud Biz is foggy,4.0,NEUTRAL
1153,google,Partner Manager,5.0,NEUTRAL
1154,google,"Ideal, if you like Corporate America",3.0,NEUTRAL
1155,google,Google is a nice place to work,5.0,POSITIVE
1156,google,Great gig,5.0,POSITIVE
1157,google,Extremely long hours. Your co-workers are only in it for themselves.,2.0,NEUTRAL
1158,google,Great place to work,5.0,POSITIVE
1159,google,Pretty good,5.0,POSITIVE
1160,google,Great place to work in.,5.0,POSITIVE
1161,google,Program Manager,5.0,NEUTRAL
1162,google,The real deal,5.0,NEUTRAL
1163,google,Avoid Google Cloud Field Sales,2.0,NEGATIVE
1164,google,Great if you do not work in the Data Center,3.0,NEUTRAL
1165,google,"HR Business Partner, Marketing",4.0,NEUTRAL
1166,google,Awesome experience,5.0,POSITIVE
1167,google,Stifling for a true educator,3.0,NEUTRAL
1168,google,Extremely positive,5.0,POSITIVE
1169,google,BOLD Intern,5.0,NEUTRAL
1170,google,Software Engineer,5.0,NEUTRAL
1171,google,Wonderful supportive place to work,5.0,POSITIVE
1172,google,Fun Place to work at,4.0,POSITIVE
1173,google,Great Benefits and Great Environment,4.0,POSITIVE
1174,google,Getting to be a big company but still treats employees well,5.0,POSITIVE
1175,google,SMB Account Manager,5.0,NEUTRAL
1176,google,Google,5.0,NEUTRAL
1177,google,"An amazing place to work, becoming increasingly large and corporate",4.0,POSITIVE
1178,google,Ads Software Engineer,5.0,NEGATIVE
1179,google,Great company. Tough to get promoted.,4.0,POSITIVE
1180,google,Loving the job everyday!,5.0,POSITIVE
1181,google,...,4.0,NEUTRAL
1182,google,Moves at breakneck speed,4.0,NEUTRAL
1183,google,Not what it used to be,4.0,NEGATIVE
1184,google,Social Media,5.0,NEUTRAL
1185,google,Great place to work,5.0,POSITIVE
1186,google,Great company,4.0,POSITIVE
1187,google,Good place,4.0,POSITIVE
1188,google,like any other big company,4.0,POSITIVE
1189,google,Google,5.0,NEUTRAL
1190,google,Google maps contracting is a good entry job,3.0,POSITIVE
1191,google,Awesome place to work,5.0,POSITIVE
1192,google,Tech person,5.0,NEUTRAL
1193,google,Great work place,5.0,POSITIVE
1194,google,A great place to work!,5.0,POSITIVE
1195,google,Becoming a large bureaucratic company.,3.0,NEUTRAL
1196,google,Great Company,5.0,POSITIVE
1197,google,Great company,5.0,POSITIVE
1198,google,Great benefits,4.0,POSITIVE
1199,google,"Room for growth, great company",4.0,POSITIVE
1200,google,Software Engineer,3.0,NEUTRAL
1201,google,Good experience with some downsides,4.0,MIXED
1202,google,Product Manager,4.0,NEUTRAL
1203,google,General feel on working at Google,4.0,NEUTRAL
1204,google,Good,4.0,POSITIVE
1205,google,Design Coordinator,5.0,NEUTRAL
1206,google,Software Engineer Intern,5.0,NEUTRAL
1207,google,Kids club,4.0,NEUTRAL
1208,google,"Great company, sometimes tough to be in remote office",4.0,POSITIVE
1209,google,Great place to work,4.0,POSITIVE
1210,google,Great Work life balance and great comp package,5.0,POSITIVE
1211,google,5.5 years at Google,4.0,NEUTRAL
1212,google,"So so, not what its reputation cracks it up to be",4.0,NEGATIVE
1213,google,Agency Account Strategist,3.0,NEUTRAL
1214,google,Great company,5.0,POSITIVE
1215,google,"Needs to be more agile, culture not what it was",3.0,NEGATIVE
1216,google,Best place to work,5.0,POSITIVE
1217,google,Software Engineer,5.0,NEUTRAL
1218,google,Account Manager,4.0,NEUTRAL
1219,google,A nice company to work for,5.0,POSITIVE
1220,google,Great place to work.,5.0,POSITIVE
1221,google,It's getting crowded,3.0,NEUTRAL
1222,google,Quality Assurance Analyst,4.0,NEUTRAL
1223,google,very good company,5.0,POSITIVE
1224,google,Senior Software Engineer,4.0,NEUTRAL
1225,google,Business intern,5.0,NEUTRAL
1226,google,Amazing employer with a few caveats,5.0,POSITIVE
1227,google,Google is still pretty great,4.0,POSITIVE
1228,google,Solid place to work,4.0,POSITIVE
1229,google,Best company ever.,4.0,POSITIVE
1230,google,SETI,2.0,NEUTRAL
1231,google,"Good place to get trained, but not great if you care about products and customers.",3.0,MIXED
1232,google,Nice Work Space,5.0,POSITIVE
1233,google,Great company!,5.0,POSITIVE
1234,google,Great,5.0,POSITIVE
1235,google,Perfection for ENTP,5.0,POSITIVE
1236,google,Accounting manager,5.0,NEUTRAL
1237,google,great,4.0,POSITIVE
1238,google,Good place to work,5.0,POSITIVE
1239,google,A Software Engineer who Probably Doesn't Know How Good He Has It,4.0,NEUTRAL
1240,google,GSX Store Operator,2.0,NEUTRAL
1241,google,Ads Quality Rater,3.0,NEGATIVE
1242,google,Amazing place to work for,5.0,POSITIVE
1243,google,Senior Sales Strategist,4.0,NEUTRAL
1244,google,Excellent,3.0,POSITIVE
1245,google,"Great Company, but quixotic",5.0,POSITIVE
1246,google,Awesome,5.0,POSITIVE
1247,google,Great for some time not for the long-term,5.0,POSITIVE
1248,google,Landscape designer and co manager,5.0,NEUTRAL
1249,google,Great company. Great people.,5.0,POSITIVE
1250,google,6 years and still going!,5.0,POSITIVE
1251,google,Software Engineer,5.0,NEUTRAL
1252,google,labor,5.0,NEUTRAL
1253,google,Campus Rercruitinh,5.0,NEUTRAL
1254,google,great place to start your career,5.0,POSITIVE
1255,google,"Great perks, interesting work, totally insulated from outside",5.0,POSITIVE
1256,google,Great place to work at,5.0,POSITIVE
1257,google,Great company to work for,4.0,POSITIVE
1258,google,Devs - be very careful of what ladder you're on,3.0,NEUTRAL
1259,google,Work here if it is your last resort,1.0,NEUTRAL
1260,google,Best company I ever worked for,5.0,POSITIVE
1261,google,Great,5.0,POSITIVE
1262,google,Intern,3.0,NEUTRAL
1263,google,Great Place to Work,4.0,POSITIVE
1264,google,thomas wood,5.0,NEUTRAL
1265,google,Fun but...,3.0,POSITIVE
1266,google,Working in videos,5.0,NEUTRAL
1267,google,Account Strategist,4.0,NEUTRAL
1268,google,Good place,4.0,POSITIVE
1269,google,Software Engineer,5.0,NEUTRAL
1270,google,Not for Everyone,4.0,NEGATIVE
1271,google,It's different on the inside.,3.0,NEUTRAL
1272,google,"Amazing company, changing the world",5.0,POSITIVE
1273,google,Manager,1.0,NEUTRAL
1274,google,Hopeful Dreaming,3.0,NEUTRAL
1275,google,Google the best place to work,5.0,NEUTRAL
1276,google,Interesting time,4.0,POSITIVE
1277,google,Software Development Engineer Intern,5.0,NEUTRAL
1278,google,Talented People,5.0,POSITIVE
1279,google,Pretty Good,3.0,POSITIVE
1280,google,Great place to work,4.0,POSITIVE
1281,google,Good first job,3.0,POSITIVE
1282,google,This is the pinnacle of the perfect workplace,5.0,POSITIVE
1283,google,Inside Sales Manager,5.0,NEUTRAL
1284,google,Good Company,5.0,POSITIVE
1285,google,Good Job To Have,3.0,POSITIVE
1286,google,Software Engineer,5.0,NEUTRAL
1287,google,Great place to work,5.0,POSITIVE
1288,google,good life and work balance,4.0,POSITIVE
1289,google,El Goog,5.0,NEUTRAL
1290,google,Former NYC employee,4.0,NEUTRAL
1291,google,Genius,4.0,POSITIVE
1292,google,Ugh. Don't believe the hype,1.0,NEGATIVE
1293,google,Really really great,5.0,POSITIVE
1294,google,Head Startup Ecosystem,4.0,NEUTRAL
1295,google,Corporate Operations Engineer,5.0,NEUTRAL
1296,google,Best possible ,5.0,POSITIVE
1297,google,Google Express,4.0,NEUTRAL
1298,google,I love,5.0,POSITIVE
1299,google,intern,4.0,NEUTRAL
1300,google,Great company to work for!,5.0,POSITIVE
1301,google,Quantitative Analyst,3.0,NEUTRAL
1302,google,Awesomeness,5.0,POSITIVE
1303,google,Changing Culture,4.0,NEUTRAL
1304,google,Entry level SWE,4.0,NEUTRAL
1305,google,Fantastic Company from top to bottom,5.0,POSITIVE
1306,google,intern,5.0,NEUTRAL
1307,google,Exceeded every one of my expectations,5.0,POSITIVE
1308,google,Best company I've ever worked for!,5.0,POSITIVE
1309,google,good,5.0,POSITIVE
1310,google,Great company but too big,5.0,MIXED
1311,google,Great place to work,5.0,POSITIVE
1312,google,UX Manager,3.0,NEUTRAL
1313,google,Experience is highly team/project dependant,4.0,NEUTRAL
1314,google,great,4.0,POSITIVE
1315,google,best,5.0,POSITIVE
1316,google,Great company,5.0,POSITIVE
1317,google,"Incredible company, good work",5.0,POSITIVE
1318,google,Great company to work for!,5.0,POSITIVE
1319,google,People Are Walking on Eggshells,1.0,NEUTRAL
1320,google,Awesome place,5.0,POSITIVE
1321,google,Fun But Hard,4.0,MIXED
1322,google,"Good company, so-so department",3.0,POSITIVE
1323,google,Financial Analyst,5.0,NEUTRAL
1324,google,k,5.0,NEUTRAL
1325,google,Great company,5.0,POSITIVE
1326,google,Great company to work for,5.0,POSITIVE
1327,google,Great Experience,5.0,POSITIVE
1328,google,I know people who remain off Linkedin so as to not be tempted away,4.0,NEUTRAL
1329,google,Excellent Company,5.0,POSITIVE
1330,google,Supervised,5.0,NEUTRAL
1331,google,cool culture,5.0,POSITIVE
1332,google,Google,5.0,NEUTRAL
1333,google,great company needs better managers,4.0,POSITIVE
1334,google,Loved it,4.0,POSITIVE
1335,google,"Exciting, difficult, and meaningful work.",5.0,POSITIVE
1336,google,Great all around,5.0,POSITIVE
1337,google,Overall great company,5.0,POSITIVE
1338,google,Terrific place to work and learn.,5.0,POSITIVE
1339,google,Company Review,5.0,NEUTRAL
1340,google,Fun,5.0,POSITIVE
1341,google,Software Developer,5.0,NEUTRAL
1342,google,Google Cloud is confused and struggling,2.0,NEGATIVE
1343,google,bloated spoiled toddler with ADHD,3.0,NEGATIVE
1344,google,Love my job,5.0,POSITIVE
1345,google,Good,5.0,POSITIVE
1346,google,Great Company,5.0,POSITIVE
1347,google,Assistant at Google,4.0,NEUTRAL
1348,google,Is what you make of it.,4.0,POSITIVE
1349,google,Program Mgr,3.0,NEUTRAL
1350,google,General review,5.0,NEUTRAL
1351,google,Good company,5.0,POSITIVE
1352,google,Technician,5.0,NEUTRAL
1353,google,Project manager,5.0,NEUTRAL
1354,google,Great place if you are looking for work/life balance,5.0,POSITIVE
1355,google,"Healthy culture, a bit slow-moving",4.0,NEUTRAL
1356,google,Good,4.0,POSITIVE
1357,google,Global Accounts Business Manager,5.0,NEUTRAL
1358,google,The best thing about Google is the people.,5.0,POSITIVE
1359,google,Technical Program Manager,2.0,NEUTRAL
1360,google,TPA insurance Human Resources,5.0,NEUTRAL
1361,google,It's Great!,5.0,POSITIVE
1362,google,Awesome.,5.0,POSITIVE
1363,google,Great place to work!,5.0,POSITIVE
1364,google,Large stable company,5.0,NEUTRAL
1365,google,"Nice place, good hours",5.0,POSITIVE
1366,google,Great company!,5.0,POSITIVE
1367,google,Engineer,5.0,NEUTRAL
1368,google,Google Cloud,5.0,NEUTRAL
1369,google,Placesence surveyor,4.0,NEUTRAL
1370,google,Senior Software Engineer Special Projects,4.0,NEUTRAL
1371,google,awesome,5.0,POSITIVE
1372,google,Bloated with little idea of how to attack the AI-age,3.0,NEGATIVE
1373,google,Awesome company,5.0,POSITIVE
1374,google,Product Manager,4.0,NEUTRAL
1375,google,Interning,3.0,NEUTRAL
1376,google,Great company,5.0,POSITIVE
1377,google,Amazing SUmmer,5.0,POSITIVE
1378,google,"Fun, collaborative!",5.0,POSITIVE
1379,google,Software Engineer,5.0,NEUTRAL
1380,google,Google is a great place to work,5.0,POSITIVE
1381,google,One of the best companies to work for,5.0,POSITIVE
1382,google,Software engineer,5.0,NEUTRAL
1383,google,great place to work,5.0,POSITIVE
1384,google,Apply!,5.0,NEUTRAL
1385,google,Great place to work,5.0,POSITIVE
1386,google,Account Executive,4.0,NEUTRAL
1387,google,Now Corporate,4.0,NEUTRAL
1388,google,Great place to work,5.0,POSITIVE
1389,google,Channels Specialist,5.0,POSITIVE
1390,google,Hard pressed to find anything else like Google,5.0,NEGATIVE
1391,google,Software Engineer,3.0,NEUTRAL
1392,google,Customer Service,5.0,POSITIVE
1393,google,Awesome!,5.0,POSITIVE
1394,google,Great peers and good perks,4.0,POSITIVE
1395,google,"Great culture, depends a lot on team",4.0,POSITIVE
1396,google,Great perks but slow career growth,4.0,MIXED
1397,google,"Great place, but LONG commute",4.0,MIXED
1398,google,Marketing Manager,5.0,NEUTRAL
1399,google,Google Not Code Complete,3.0,NEGATIVE
1400,google,Rapid Evaluator,5.0,NEUTRAL
1401,google,Really Good Intro Job,4.0,POSITIVE
1402,google,Great place to grow,4.0,POSITIVE
1403,google,Review,5.0,NEUTRAL
1404,google,Review,5.0,NEUTRAL
1405,google,Not what I thought it would be,2.0,NEGATIVE
1406,google,UX Mangaer,5.0,NEUTRAL
1407,google,Great comp and benefits but decision making can be erratic.,4.0,MIXED
1408,google,Best Company Ever,5.0,POSITIVE
1409,google,Software Engineer,5.0,NEUTRAL
1410,google,"Comfortable job, but culture kind of crappy.",4.0,MIXED
1411,google,"Good benefits, Big company problems",4.0,POSITIVE
1412,google,Going from great to average,3.0,POSITIVE
1413,google,Software Engineer,5.0,NEUTRAL
1414,google,Best Job I've had,5.0,POSITIVE
1415,google,Software Engineer,4.0,NEUTRAL
1416,google,Sales,4.0,NEUTRAL
1417,google,The stereotypes are true,5.0,NEUTRAL
1418,google,Engineer,5.0,NEUTRAL
1419,google,Strategic Partner Manager,5.0,NEUTRAL
1420,google,"Many opportunities, but also chaotic.",5.0,NEUTRAL
1421,google,"After more than a decade, still proud and grateful",5.0,POSITIVE
1422,google,new grad experience,4.0,NEUTRAL
1423,google,Administrative Business Partner,5.0,NEUTRAL
1424,google,Software Engineer,5.0,NEUTRAL
1425,google,Senior Research Engineer,5.0,NEUTRAL
1426,google,"Dynamic and exciting working environment,good pay with world's best people",5.0,POSITIVE
1427,google,very good salary,5.0,POSITIVE
1428,google,Senior Sales Engineer,3.0,NEUTRAL
1429,google,Great Company,5.0,POSITIVE
1430,google,The best work place so far :),5.0,POSITIVE
1431,google,Great learning & work life balance,4.0,POSITIVE
1432,google,Making diamonds from coal - if you like that sort of thing,3.0,NEUTRAL
1433,google,Still a very good company,4.0,POSITIVE
1434,google,Good company culture and co-workers,4.0,POSITIVE
1435,google,Great Workplace,5.0,POSITIVE
1436,google,Great place to learn and develop,5.0,POSITIVE
1437,google,Google review,4.0,NEUTRAL
1438,google,Developer,5.0,NEUTRAL
1439,google,HR,5.0,NEUTRAL
1440,google,Great company,5.0,POSITIVE
1441,google,great large Tech company with good culture,5.0,POSITIVE
1442,google,Best of the best for Big firm engineering,5.0,POSITIVE
1443,google,Good company,4.0,POSITIVE
1444,google,Software Engineer,5.0,NEUTRAL
1445,google,Googler,4.0,NEUTRAL
1446,google,Fantastic company,4.0,POSITIVE
1447,google,Google Review,4.0,NEUTRAL
1448,google,Great benefits but not enough of an impact,4.0,MIXED
1449,google,Wonderful experience,5.0,POSITIVE
1450,google,Google Rocks!,5.0,POSITIVE
1451,google,The Best of the Best,5.0,POSITIVE
1452,google,Great Company,5.0,POSITIVE
1453,google,Increasingly disappointing,2.0,NEGATIVE
1454,google,Wonderful work environment and very collaborative atmosphere.,5.0,POSITIVE
1455,google,"Tremendous Benefits, Lacks Focus",5.0,NEGATIVE
1456,google,Program Manager,5.0,NEUTRAL
1457,google,Cool job,5.0,POSITIVE
1458,google,Team Lead in Sales and Operations,4.0,NEUTRAL
1459,google,senior software engineer,5.0,NEUTRAL
1460,google,Life at a verb,3.0,NEUTRAL
1461,google,TPM,5.0,NEUTRAL
1462,google,Still the best place I have ever worked,5.0,POSITIVE
1463,google,It's the Googliest,4.0,NEUTRAL
1464,google,Software Engineer,5.0,NEUTRAL
1465,google,Data Analyst,5.0,NEUTRAL
1466,google,Lifeless corporate drones,2.0,NEGATIVE
1467,google,"Payments Processing at Google Boulder, CO",1.0,NEUTRAL
1468,google,Technical Writer,5.0,NEUTRAL
1469,google,great place,5.0,POSITIVE
1470,google,Software Engineer (by acquisition),5.0,NEUTRAL
1471,google,Best Company,5.0,POSITIVE
1472,google,Great company to work at,5.0,POSITIVE
1473,google,Pump House,1.0,NEUTRAL
1474,google,Learn and grow from the best,5.0,POSITIVE
1475,google,Loved it,5.0,POSITIVE
1476,google,Great place to work,5.0,POSITIVE
1477,google,Google,5.0,NEUTRAL
1478,google,Consultant,5.0,NEUTRAL
1479,google,chief of staff,3.0,NEUTRAL
1480,google,SunSplash Swimwear,5.0,NEUTRAL
1481,google,Food is delicious,5.0,POSITIVE
1482,google,Wonderful company to work for - beware the cost of living!,4.0,POSITIVE
1483,google,SWE FTE,4.0,NEUTRAL
1484,google,Google,5.0,NEUTRAL
1485,google,Awesome,5.0,POSITIVE
1486,google,Great place to work,5.0,POSITIVE
1487,google,Amazing place to work,5.0,POSITIVE
1488,google,Great Company,5.0,POSITIVE
1489,google,Exceptional Ideas,4.0,POSITIVE
1490,google,enterprise rep,4.0,NEUTRAL
1491,google,Grrrreeeetttt,5.0,NEUTRAL
1492,google,Just a short stay here,2.0,NEGATIVE
1493,google,"Big company, big challenges",4.0,POSITIVE
1494,google,Great Company,5.0,POSITIVE
1495,google,Amazing company,5.0,POSITIVE
1496,google,A good place to go,4.0,POSITIVE
1497,google,Good if you're upper management,3.0,NEUTRAL
1498,google,marketing,1.0,NEUTRAL
1499,google,Account Manager Review,5.0,NEUTRAL
1500,google,Software Engineer III,5.0,NEUTRAL
1501,google,Great company,5.0,POSITIVE
1502,google,Great experience,5.0,POSITIVE
1503,google,A Disappointing Place where Bias Still Exists and No true support for those with Disabilities,2.0,NEGATIVE
1504,google,Good working there,4.0,POSITIVE
1505,google,marketing manager,5.0,NEUTRAL
1506,google,Good Employer,5.0,POSITIVE
1507,google,Awesome company to work for!,5.0,POSITIVE
1508,google,Recruiter,5.0,NEUTRAL
1509,google,Engineering Pracitcum,5.0,NEUTRAL
1510,google,Great,5.0,POSITIVE
1511,google,Amazing Company,5.0,POSITIVE
1512,google,Nice place to work at,4.0,POSITIVE
1513,google,Cool,5.0,POSITIVE
1514,google,Network Engineer,5.0,NEUTRAL
1515,google,Very goo!,5.0,POSITIVE
1516,google,Software engineer,5.0,NEUTRAL
1517,google,Finance,5.0,NEUTRAL
1518,google,Great Company,5.0,POSITIVE
1519,google,teacher,1.0,NEUTRAL
1520,google,software engineer,5.0,NEUTRAL
1521,google,Google : A work place with values,5.0,NEUTRAL
1522,google,"Google is a very different company now. Great opportunity for some, but do your homework and ask the hard questions.",3.0,NEUTRAL
1523,google,In house physical security,1.0,NEUTRAL
1524,google,Solid Company,5.0,POSITIVE
1525,google,Great part-time work,5.0,POSITIVE
1526,google,Enjoyed working at google Trust and Safety,5.0,POSITIVE
1527,google,good - uneven experiences,4.0,POSITIVE
1528,google,Software engineer at Google.,4.0,NEUTRAL
1529,google,Great place to work,5.0,POSITIVE
1530,google,Operations Analyst,5.0,NEUTRAL
1531,google,"Great company to work for, awesome coworkers, benefits, and perks",5.0,POSITIVE
1532,google,Great Place to Work,5.0,POSITIVE
1533,google,Google Play Store,5.0,NEUTRAL
1534,google,Intern,4.0,NEUTRAL
1535,google,"Great Company, Great Benefits, Great People",5.0,POSITIVE
1536,google,Software Engineer,5.0,NEUTRAL
1537,google,Global Product Expert,5.0,NEUTRAL
1538,google,Great place to experience,5.0,POSITIVE
1539,google,"Great culture, great people",5.0,POSITIVE
1540,google,sales rep,5.0,NEUTRAL
1541,google,Summer of Code Internship,4.0,NEUTRAL
1542,google,Compensation,5.0,NEUTRAL
1543,google,"Global,operations Managxerss",3.0,NEUTRAL
1544,google,Awesome!,5.0,POSITIVE
1545,google,Software Engineer Intern,5.0,NEUTRAL
1546,google,A great working environment,5.0,POSITIVE
1547,google,Innovative Culture,3.0,POSITIVE
1548,google,Excellent place to get an incredibly unique experience,5.0,POSITIVE
1549,google,developer,5.0,NEUTRAL
1550,google,software engineer,5.0,NEUTRAL
1551,google,housekeeping,5.0,NEUTRAL
1552,google,Software Engineer,5.0,NEUTRAL
1553,google,Great company to work for.,5.0,POSITIVE
1554,google,Data analysis intern,5.0,NEUTRAL
1555,google,Amazing place to work,5.0,POSITIVE
1556,google,Work at Google,5.0,NEUTRAL
1557,google,Technical Program Manager,4.0,NEUTRAL
1558,google,specilist,4.0,NEUTRAL
1559,google,Terrible,2.0,NEGATIVE
1560,google,SMB,5.0,NEUTRAL
1561,google,Wonderful,5.0,POSITIVE
1562,google,"Big possibilities, but work is difficult",4.0,MIXED
1563,google,Google is a great place for engineers,4.0,POSITIVE
1564,google,Nice company,4.0,POSITIVE
1565,google,Great Place to Start Your Career,4.0,POSITIVE
1566,google,Terrible for Sales,1.0,NEGATIVE
1567,google,Google NY,5.0,NEUTRAL
1568,google,Great company to work for,5.0,POSITIVE
1569,google,So pampered!,5.0,POSITIVE
1570,google,Test,5.0,NEUTRAL
1571,google,Great company,5.0,POSITIVE
1572,google,Software Engineer,5.0,NEUTRAL
1573,google,Google company,4.0,NEUTRAL
1574,google,GSX Lead,4.0,NEUTRAL
1575,google,Agile Program Manager,5.0,NEUTRAL
1576,google,Great!,5.0,POSITIVE
1577,google,Google rocks!,5.0,POSITIVE
1578,google,The best place to work!!!,5.0,POSITIVE
1579,google,Python Developer,5.0,NEUTRAL
1580,google,Software Engineer,5.0,NEUTRAL
1581,google,What a cool place,5.0,POSITIVE
1582,google,Software Development Engineer,5.0,NEUTRAL
1583,google,A good place to work,4.0,POSITIVE
1584,google,"Great Corporate Culture, But Disorganized",4.0,MIXED
1585,google,Not the greatest plaace to work,2.0,NEGATIVE
1586,google,"Great place, but not for everyone",3.0,MIXED
1587,google,Leadership,2.0,NEUTRAL
1588,google,Store Operator,2.0,NEUTRAL
1589,google,Amazing,5.0,POSITIVE
1590,google,Great job although your mileage will vary with your manager,4.0,POSITIVE
1591,google,Google's Great,5.0,POSITIVE
1592,google,intern,5.0,NEUTRAL
1593,google,Software engineer,5.0,NEUTRAL
1594,google,Awesome,5.0,POSITIVE
1595,google,Sr Program Manager,5.0,NEUTRAL
1596,google,Software Engineer,5.0,NEUTRAL
1597,google,Very cool environment,5.0,POSITIVE
1598,google,Google,4.0,NEUTRAL
1599,google,Awesome Company,4.0,POSITIVE
1600,google,"Good culture, not much job satisfaction",5.0,MIXED
1601,google,Industry Head,3.0,NEUTRAL
1602,google,"Requests everything from you, but provides for all your needs :).",4.0,POSITIVE
1603,google,Communications Officer,3.0,NEUTRAL
1604,google,Product Manager,5.0,NEUTRAL
1605,google,Good company to work in,5.0,POSITIVE
1606,google,Great office,5.0,POSITIVE
1607,google,"Amazing place to work! Would highly recommend it, especially with all the perks and compensation.",5.0,POSITIVE
1608,google,Test Engineer,5.0,NEUTRAL
1609,google,Product owner,1.0,NEUTRAL
1610,google,Positive and strong,4.0,POSITIVE
1611,google,above average,4.0,NEUTRAL
1612,google,Senior Account Manager,5.0,NEUTRAL
1613,google,Check base salary reference,5.0,NEUTRAL
1614,google,good,5.0,POSITIVE
1615,google,Engineer,4.0,NEUTRAL
1616,google,Google isn't so ,3.0,NEUTRAL
1617,google,"Great perks and benefits, can be hard to have impact",4.0,POSITIVE
1618,google,Overall one of the best companies to work for,4.0,POSITIVE
1619,google,Best tech company to work at,4.0,POSITIVE
1620,google,Google Shopping Express,3.0,NEUTRAL
1621,google,Sales,5.0,NEUTRAL
1622,google,"Not perfect, but still the best.",5.0,MIXED
1623,google,A great place to work,5.0,POSITIVE
1624,google,Account Strategist,5.0,NEUTRAL
1625,google,My one true love,5.0,POSITIVE
1626,google,Driving Google Car,3.0,NEUTRAL
1627,google,Google,5.0,NEUTRAL
1628,google,Everything is Awesome,5.0,POSITIVE
1629,google,Dream Company to work,4.0,POSITIVE
1630,google,Sales,2.0,NEUTRAL
1631,google,Good company but if you are top 1% there's better.,3.0,MIXED
1632,google,Excellent pay and benefits. Commuting sucks.,5.0,POSITIVE
1633,google,Cusd,5.0,NEUTRAL
1634,google,Partner Manager,5.0,NEUTRAL
1635,google,great environment,4.0,POSITIVE
1636,google,Some good some bad,4.0,MIXED
1637,google,UX Engineering at Google,5.0,NEUTRAL
